id,brand,model,version,year,km,sell_price,purchase_price
50986,HONDA,[*AJ*] CB,650F,2017,20000,   5990.0,
50990,YAMAHA,X-MAX,400,2019,30000,   4790.0,
50994,HONDA,INNOVA,125,2017,10000,   2290.0,
50999,TRIUMPH,TIGER,1050,2017,30000,   9490.0,
51007,YAMAHA,YZF,R 125,2010,20000,   2790.0,
51018,BMW,[*AJ*] R,1200 GS,2007,80000,   6890.0,
51027,YAMAHA,YS,125,2018,30000,   1890.0,
51034,Ducati,Diavel,White carbón edition 2015,2014,20000,  11590.0,
51035,YAMAHA,TDM,900,2005,60000,   4790.0, 3200.0
51060,BMW,C,650 SPORT,2019,10000,   7490.0,
51065,KTM,[*AJ*] DUKE,390,2019,40000,   3990.0,
51080,MACBOR,MONTANA,XR3 300,2021,10000,   3190.0,
51085,YAMAHA,YZF,R 125,2011,20000,   2590.0,
51091,VESPA,GTS,300,2017,30000,   3590.0,
51096,HONDA,X-ADV,750,2019,50000,   7590.0,
51097,SUZUKI,V-STROM,650,2006,40000,   3990.0,
51105,YAMAHA,[*AJ*] X-MAX,400 ABS,2019,10000,   5590.0,
51107,KYMCO,YAGER,300,2015,40000,   1190.0,
51114,KYMCO,GRAND DINK,125,2017,20000,   2090.0,
51116,KAWASAKI,Z,750,2008,40000,   3690.0,
51137,HONDA,CBR,900RR FIREBLADE,2002,40000,   2990.0,
51141,HARLEY DAVIDSON,VRSC,V ROD,2011,39000,  13990.0,10000.0
51164,DAELIM,XQ1,125,2021,20000,   3190.0,
51178,BMW,F,800 GS,2010,80000,   6190.0,
51181,SUZUKI,V-STROM,1000,2017,50000,   8390.0,
51193,HONDA,FORZA,125,2016,40000,   2990.0,
51217,HONDA,CB,125 R,2021,10000,   3990.0,
51219,YAMAHA,MT,07,2017,10000,   4890.0,
51223,BMW,F,800 GS,2015,20000,   5890.0,
51224,HONDA,FORZA,300,2014,40000,   2690.0, 2000.0
51225,SUZUKI,[*AJ*] GSX-S,750,2018,30000,   6590.0, 5600.0
51234,KAWASAKI,Z,125,2020,10000,   3290.0,
51235,HONDA,PCX,125,2020,10000,   2690.0,
51239,KYMCO,AGILITY,125,2021,10000,   1890.0,
51250,Zontes,G1-125 X,G1-125 X,2021,10000,   2990.0,
51252,BMW,R,1250 GS ADVENTURE,2021,10000,  20990.0,
51258,DUCATI,848,848,2011,21000,   8590.0, 5400.0
51265,SHERCO,SE-F 300 FACTORY,300 4T FACTORY,2022,10000,   8590.0,
51267,HONDA,[*AJ*] CBR,600 RR,2007,50000,   5190.0,
51269,BMW,F,800 R,2015,20000,   6190.0,
51271,KAWASAKI,NINJA,125,2019,20000,   3490.0,
51273,KYMCO,PEOPLE,125,2018,7000,   1890.0, 1300.0
51278,SUZUKI,GSX,R 600,2008,50000,   5690.0,
51280,KTM,DUKE,125,2021,10000,   4190.0,
51282,BMW,F,800 R,2017,10000,   6590.0,
51296,BMW,F,700 GS,2015,30000,   6290.0,
51310,TRIUMPH,SPEED,TRIPLE,2002,60000,   2790.0,
51314,KTM,DUKE,125,2019,10000,   3690.0,
51319,DUCATI,MONSTER,1200,2019,30000,  12290.0,
51324,YAMAHA,XJ6,600 DIVERSION N,2011,20000,   3990.0,
51327,SYM,FIDLE II,125,2020,10000,   1790.0,
51328,BMW,F,650 GS,2004,50000,   2390.0,
51329,BMW,R,1150 RT,2003,60000,   3990.0,
51340,KTM,EXC,250 F,2020,10000,   5990.0,
51344,YAMAHA,MT,03,2018,40000,   3490.0,
51350,KAWASAKI,ZX,10R,2011,30000,   6790.0,
51353,YAMAHA,[*AJ*] MT,07 ABS,2020,20000,   5790.0,
51358,KYMCO,K-XCT,300,2016,22042,   2690.0, 1950.0
51363,SUZUKI,MARAUDER,250,2000,20000,   1390.0,
51366,HONDA,VARADERO,XL 1000,2008,80000,   4290.0,
51368,HONDA,CBF,500,2007,60000,   1290.0,
51374,VESPA,LX,50,2010,10000,   1590.0,
51382,HONDA,VARADERO,XL 1000V,2006,30000,   4990.0,
51389,BMW,R,1150 RT,2004,138419,   3190.0, 2000.0
51394,SUZUKI,GSX,R 600,2003,30000,   2590.0,
51405,APRILIA,SRV,850,2015,30000,   5490.0,
51406,BMW,R,1200 RT 110 CV,2006,80000,   6290.0,
51413,HONDA,AFRICA TWIN,CRF 1100L,2020,20000,  13490.0,
51417,TRIUMPH,[*AJ*] STREET TRIPLE,RS,2015,30000,   5190.0,
51425,YAMAHA,XV,950,2016,10000,   6890.0,
51430,YAMAHA,FZ6,N,2005,18000,   2890.0, 1800.0
51431,YAMAHA,T-MAX,530,2014,40000,   6990.0,
51446,HONDA,CBF,600 S,2005,45504,   2790.0, 1200.0
51453,SUZUKI,BANDIT,650 S,2005,30000,   2990.0,
51454,KAWASAKI,Z,900,2020,10000,   8290.0,
51457,YAMAHA,TRACER,700,2019,20000,   6990.0,
51466,APRILIA,DORSODURO,900,2018,20003,   7490.0, 6000.0
51467,DUCATI,SCRAMBLER,ICON,2019,1600,   8490.0, 6500.0
51501,KYMCO,PEOPLE,125,2018,10000,   1990.0,
51504,PIAGGIO,MP3,500,2018,20000,   6190.0,
51507,KAWASAKI,Z,750,2009,60000,   3290.0,
51517,HONDA,PCX,125,2012,9712,   2290.0, 1400.0
51520,YAMAHA,YZF,R 125,2019,10000,   4290.0,
51523,YAMAHA,MT,09,2016,50000,   5090.0,
51526,YAMAHA,X-MAX,125,2020,10000,   4390.0,
51530,SUZUKI,GS,500,2001,40000,   1090.0,
51534,KAWASAKI,Z,1000 SX,2019,10000,  11990.0,
51536,HARLEY DAVIDSON,TOURING,ROAD KING,2008,30000,  14990.0,
51542,KEEWAY,SUPERLIGHT,125,2017,11492,   1690.0,  900.0
51560,HONDA,VARADERO,XL 125,2007,30000,   2590.0,
51563,YAMAHA,FZ6,N,2010,20000,   3290.0,
51565,HONDA,SH,125,2012,40000,   1990.0,
51567,KYMCO,SUPER DINK,125,2018,40000,   1290.0,
51570,KAWASAKI,VERSYS,650,2020,10000,   7090.0,
51571,BENELLI,BN,125,2019,10000,   1990.0,
51573,TRIUMPH,TIGER,800,2011,34676,   6890.0, 6000.0
51576,SUZUKI,GSR,600,2007,40000,   2790.0,
51577,KAWASAKI,ZZR,600,2021,60000,   5690.0,
51579,SUZUKI,GSR,600,2008,25000,   2990.0, 2000.0
51582,SUZUKI,GSX,650 F,2010,60000,   3790.0,
51585,HONDA,CB,500 F,2014,30000,   3890.0,
51589,SUZUKI,BANDIT,650,2005,50000,   1990.0,
51602,YAMAHA,FZ6,N,2008,80000,   2490.0,
51606,SYM,[*AJ*] MAXSYM,600 ABS,2019,50000,   2990.0,
51608,BMW,K,1200 RS,2010,60000,   8690.0,
51611,TRIUMPH,STREET,TRIPLE,2011,40000,   3990.0,
51619,KAWASAKI,Z,1000 SX,2017,20000,   9990.0,
51623,HONDA,AFRICA TWIN,CRF 1100L,2021,10000,  14290.0,
51632,BMW,R,900 R,2021,10000,   9190.0,
51639,PEUGEOT,METROPOLIS,400,2021,10000,   7690.0, 6000.0
51652,TRIUMPH,SPRINT,GT,2014,50000,   5990.0,
51655,BENELLI,502,C,2019,30000,   4490.0,
51662,YAMAHA,X-MAX,400,2019,20000,   5290.0, 4100.0
51664,DUCATI,MONSTER,797,2016,10000,   6790.0,
51673,YAMAHA,TRACER,700,2020,10000,   6890.0,
51677,DUCATI,MONSTER,S2R 1000,2004,30000,   5390.0,
51699,BMW,R,1200 GS,2014,50000,  12590.0,
51702,Quooder,Quadro,400cc,2018,20000,   4990.0,
51710,BMW,R,1200 GS,2005,80000,   5990.0,
51722,YAMAHA,FZ6,S,2006,80000,   1990.0,
51726,HARLEY DAVIDSON,VRSC,STREET ROD,2006,20000,   5990.0,
51728,HONDA,CROSSTOURER,V4,2014,80000,   7290.0, 5900.0
51730,PIAGGIO,X EVO,125,2016,6576,   1990.0,  950.0
51732,YAMAHA,[*AJ*] T-MAX,500 ABS,2007,60000,   3190.0,
51742,YAMAHA,FZ1,N,2006,30000,   4890.0,
51743,VESPA,LX,50,2006,10000,   1790.0,
51746,KAWASAKI,ER,6N,2007,30000,   2890.0,
51747,HONDA,VT,125 SHADOW,2006,30000,   1790.0,
51750,PEUGEOT,METROPOLIS,400,2016,20000,   4990.0,
51755,BMW,R,1200 GS,2017,20000,  15290.0,
51756,DUCATI,MONSTER,821,2015,20000,   6790.0,
51757,HONDA,CMX,500 REBEL,2019,30000,   5190.0,
51758,YAMAHA,NMAX,125CC,2020,40000,   1990.0,
51766,YAMAHA,[*AJ*] FZ1,S FAZER,2005,60000,   3990.0,
51767,BMW,F,650,2002,40000,   2290.0,
51770,BMW,[*AJ*] R,1200 GS RALLYE,2018,30000,  15890.0,
51776,BMW,F,700 GS,2020,10000,  10290.0,
51786,DUCATI,PANIGALE,V4,2020,10000,  23490.0,
51792,DAELIM,DAYSTAR,125 FI,2020,10000,   1790.0,
51793,DAELIM,DAYSTAR,125 FI,2011,20000,    990.0,
51799,KAWASAKI,ER,6N,2006,50000,   2590.0,
51802,HONDA,INTEGRA,INTEGRA,2019,20000,   6490.0,
51804,YAMAHA,[*AJ*] MT,09 ABS,2019,30000,   7990.0,
51805,APRILIA,SHIVER,750,2008,40000,   3190.0,
51813,HONDA,FORZA,125,2019,10000,   4190.0,
51820,PIAGGIO,MP3,500,2018,10000,   6490.0,
51821,YAMAHA,NMAX,125CC,2018,10000,   2490.0,
51822,BMW,R,1150 GS,2002,50000,   6290.0,
51825,Bmw,[*AJ*] F,900 R,2021,10000,   9190.0,
51829,YAMAHA,NMAX,125CC,2021,10000,   2690.0, 2000.0
51832,HONDA,CBR,125R,2007,13822,   1490.0,  475.0
51843,KAWASAKI,ER,6N,2008,40000,   3190.0,
51853,HONDA,[*AJ*] VARADERO,XL 1000V,1999,80000,   2590.0,
51855,KYMCO,AK,550,2018,50000,   5290.0,
51856,YAMAHA,MT,07 ABS,2021,8563,   6890.0, 5600.0
51858,SUZUKI,BURGMAN,125,2014,30000,   1790.0,
51859,KAWASAKI,[*AJ*] Z,900,2018,10000,   7190.0,
51863,YAMAHA,YZF,R1,2016,40000,  15491.0,
51870,KAWASAKI,ER,6N,2008,60000,   1990.0,
51915,SUZUKI,INTRUDER,125,2006,10000,   2490.0,
51924,KTM,DUKE,390,2017,20000,   4290.0,
51929,SYM,JET,125,2021,10000,   1990.0,
51937,BENELLI,LEONCINO,500TRAIL,2020,22600,   3890.0, 3000.0
51938,BMW,R,1200 GS,2018,20000,  14490.0,
51948,YAMAHA,TRACER,700,2020,10000,   7890.0,
51954,PIAGGIO,CARNABY,125,2016,30000,   1990.0,
51956,SUZUKI,GSX,R 1000,2003,50000,   3790.0,
51968,BMW,R,1250 GS,2019,20000,  18790.0,
51979,YAMAHA,XSR,700,2017,20000,   5590.0,
51980,BENELLI,502,C,2020,10000,   5090.0,
51985,HONDA,CBR,500R,2016,10000,   4790.0,
51986,BMW,F,800 S,2006,60000,   2890.0,
51998,KTM,DUKE,390,2015,30000,   3490.0,
52005,KAWASAKI,ER,6N,2012,10000,   4590.0,
52018,YAMAHA,NMAX,125CC,2017,20000,   2790.0,
52019,TRIUMPH,TIGER,1050,2011,40000,   6590.0,
52034,YAMAHA,YBR,250,2008,30000,   1790.0,
52038,SUZUKI,[*AJ*] GSR,750,2011,20000,   4990.0,
52043,SUZUKI,V-STROM,650,2010,30000,   4290.0,
52046,DUCATI,MONSTER,S2R 800,2005,40000,   3490.0,
52047,KAWASAKI,Z,750,2008,50000,   3490.0,
52060,KAWASAKI,Z,900,2018,30000,   6590.0,
52062,BMW,C,600 SPORT,2020,10000,   8990.0,
52064,TRIUMPH,STREET,TRIPLE,2015,30000,   6290.0,
52073,BMW,C,650 GT,2019,20000,   7690.0,
52089,KAWASAKI,[*AJ*] NINJA,ZX 6R,2019,10000,  10490.0,
52105,YAMAHA,YBR,125,2011,20000,   1290.0,
52106,YAMAHA,XT,660 X,2007,30000,   3890.0,
52112,YAMAHA,XJ6,600 DIVERSION N,2011,60000,   2890.0,
52116,Honda,Cbr,650 f abs,2018,10000,   6790.0,
52117,HONDA,CBR,1000 RR,2007,80000,   3990.0,
52119,PIAGGIO,LIBERTY,125,2018,10000,   1890.0,
52122,Kymco,Agility,125,2014,28000,   1390.0,  600.0
52127,Bmw,R,1200 RT 125cv,2014,20000,  15590.0,
52128,YAMAHA,T-MAX,530,2017,30000,   7990.0,
52134,KYMCO,SUPER DINK,125,2015,30000,   1890.0,
52137,KTM,[*AJ*] DUKE,390,2015,20000,   3190.0,
52140,KAWASAKI,Z,800,2014,20000,   5790.0,
52147,HONDA,VFR,1200 F,2011,50000,   8390.0,
52151,HONDA,CBF,125,2011,17240,   1490.0,  600.0
52152,HONDA,CBR,600 RR,2005,60000,   3790.0,
52158,BMW,G,310 R,2015,50000,   2990.0,
52160,HARLEY DAVIDSON,SOFTAIL,FAT BOY,2010,20000,  16990.0,
52162,BMW,C,650 SPORT,2019,30000,   6990.0,
52164,VESPA,LX,50,2012,20000,   1190.0,
52167,HONDA,AFRICA TWIN,CRF 1100L,2021,20000,  14290.0,
52168,honda,scoopy,125,2011,20000,   1790.0,
52169,MONDIAL,HPS,125,2020,20000,   2890.0,
52172,DUCATI,MULTIESTRADA,V4,2021,10000,  21990.0,
52173,Zontes,V,310,2019,20000,   3190.0,
52174,SUZUKI,BURGMAN,200,2015,40000,   1890.0,
52202,YAMAHA,NMAX,125CC,2020,10000,   2890.0,
52203,KAWASAKI,Z,800,2016,27285,   5590.0, 5000.0
52207,HONDA,CBF,125,2014,10000,   1790.0,
52209,DUCATI,SCRAMBLER,CAFÉ RACER,2018,5600,   8490.0, 7500.0
52215,BETA,RR,125 4T,2018,1400,   3990.0, 3000.0
52221,HONDA,DEAUVILLE,NT 700,2008,80000,   3290.0,
52227,SUZUKI,BANDIT,650 S,2006,60000,   1990.0,
52238,BMW,S,1000 RR,2020,10000,  20990.0,
52243,KTM,DUKE,125,2012,50000,   2190.0,
52244,HONDA,CMX,500 REBEL,2019,28500,   4990.0, 3800.0
52247,YAMAHA,X-MAX,250,2006,50000,    990.0,
52256,KAWASAKI,VULCAN,S,2016,10447,   5390.0, 4500.0
52266,YAMAHA,FZ6,S,2007,80000,   1890.0,
52272,YAMAHA,T-MAX,500,2006,30000,   3290.0,
52274,HARLEY DAVIDSON,STREETBOB,CUSTOM,2020,3540,  14990.0,11500.0
52286,YAMAHA,MAJESTY,400,2005,22200,   3190.0, 1500.0
52293,YAMAHA,FZ6,S,2007,50000,   2390.0,
52297,KAWASAKI,Z,750,2008,20000,   3590.0, 2850.0
52299,TRIUMPH,STREET,TRIPLE,2010,40000,   4490.0,
52310,KAWASAKI,NINJA,ZX 10R,2009,50000,   4490.0,
52317,KYMCO,GRAND DINK,300,2016,30000,   3190.0,
52323,MACBOR,MONTANA,XR1 125,2018,10000,   2290.0,
52334,SUZUKI,GSX,S 125,2019,10000,   3099.0,
52336,HONDA,SH,125,2017,30000,   2790.0,
52345,KYMCO,AGILITY,125,2020,10000,   1790.0,
52354,YAMAHA,MT,07,2019,13833,   5690.0, 4800.0
52356,SUZUKI,[*AJ*] GSX,R 750,2006,50000,   4990.0,
52363,APRILIA,RS,50,2020,10000,   3390.0,
52364,BMW,K,1300 GT,2010,80000,   7990.0,
52365,KAWASAKI,ER,6N,2015,20000,   4390.0,
52368,KEEWAY,SUPERLIGHT,125,2018,20000,   1591.0,
52378,HARLEY DAVIDSON,SPORTSTER,XL 1200,2003,10000,   6990.0,
52379,YAMAHA,AEROX,50 R,2015,10000,   1790.0,
52398,YAMAHA,TRACER,700,2019,10000,   6790.0,
52404,APRILIA,SHIVER,750,2008,30000,   3490.0,
52421,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2008,40000,   7990.0,
52424,Zontes,G1,125,2020,10000,   2690.0,
52431,BMW,G,650 GS,2014,40000,   4690.0,
52440,KYMCO,GRAND DINK,125,2006,8634,    990.0,  350.0
52442,Suzuki,V-Strom,650 ABS,2011,80000,   3490.0,
52444,YAMAHA,YZF,R3,2018,50000,   3990.0,
52447,BMW,F,800 ST,2010,50000,   4190.0,
52448,HONDA,FORZA,300,2019,10000,   4790.0,
52449,MACBOR,MONTANA,XR1 125,2020,10000,   2890.0,
52453,HARLEY DAVIDSON,CVO,ROAD KING,2007,30000,  19990.0,
52460,BMW,R,1200 ST,2005,80000,   4190.0,
52464,KAWASAKI,Z,650,2017,20000,   4890.0,
52465,Honda,GLR 1251 WH,Espor,2015,11765,   1790.0, 1000.0
52466,SUZUKI,INTRUDER,M800,2007,50000,   4790.0,
52493,SUZUKI,BANDIT,650 S,2006,10000,   3490.0,
52504,HUSQVARNA,SVARTPILEN,401,2021,10000,   4790.0, 4000.0
52506,Suzuki,Bandit,600 S,2003,50000,   1990.0,
52508,KAWASAKI,ZZR,1400,2007,60000,   6390.0,
52510,HONDA,CBF,500,2017,50000,   4190.0,
52515,BMW,R,850 R,2005,80000,   3190.0,
52516,HONDA,CBR,600 RR,2004,50000,   2990.0,
52535,KEEWAY,ZAHARA,125,2018,10000,   1490.0,
52537,SUZUKI,GSR,600,2006,60000,   2290.0,
52539,SUZUKI,GSR,600,2006,50000,   2690.0,
52549,SUZUKI,VANVAN,125,2009,60000,   1590.0,
52554,SYM,JOYMAX,125,2018,30000,   2190.0,
52557,HARLEY DAVIDSON,TOURING,ELECTRA GILDE ULTRA CLASSIC,2008,80000,   1290.0,
52559,SUZUKI,ADRESS,110,2016,10000,   1490.0,
52563,SUZUKI,V-STROM,650,2008,16835,   4490.0, 3150.0
52566,YAMAHA,[*AJ*] X-MAX,250,2010,60000,   1390.0,
52572,TRIUMPH,STREET,TWIN,2018,10000,   7390.0,
52581,SUZUKI,BURGMAN,400,2008,40000,   1890.0,
52586,KAWASAKI,Z,750,2009,80000,   2690.0,
52590,KYMCO,MILLER,125,2020,10000,   2190.0,
52593,KAWASAKI,Z,750,2009,50000,   3390.0,
52599,PIAGGIO,LIBERTY,125,2021,10000,   1990.0,
52604,BMW,[*AJ*] R,1200 GS,2016,30000,  13990.0,
52606,HONDA,X-ADV,750,2019,10000,   9190.0,
52614,YAMAHA,MT09SP,NAKED,2019,13000,   9990.0, 8600.0
52615,SUZUKI,BANDIT,650,2002,60000,   2190.0,
52618,HARLEY DAVIDSON,SOFTAIL,HERYTAGE SOFTAIL CLASSIC,2006,60000,   9990.0,
52622,BMW,[*AJ*] F,650 GS,2001,50000,   2490.0,
52627,YAMAHA,FZ1,N,2008,40000,   4590.0,
52632,MONDIAL,HPS,300,2021,10000,   3890.0,
52638,DUCATI,MONSTER,696,2008,50000,   3890.0,
52641,YAMAHA,T-MAX,530,2021,10000,   9990.0,
52642,KAWASAKI,NINJA,ZX 6R,2007,60000,   2990.0,
52648,BMW,F,800 R,2018,3900,   7190.0, 6300.0
52650,KAWASAKI,ER,6N,2016,30000,   4290.0,
52651,KAWASAKI,Z,750,2010,30000,   3690.0,
52652,HONDA,SH,125,2015,30000,   2290.0,
52656,YAMAHA,FZ6,S,2005,40000,   2990.0,
52661,KEEWAY,SUPERLIGHT,125,2014,30000,   1390.0,
52671,SUZUKI,BURGMAN,200,2011,40000,   1590.0,
52675,YAMAHA,X-MAX,125,2011,30000,   2490.0,
52678,HONDA,PCX,125,2021,20000,   2590.0,
52692,YAMAHA,T-MAX,500,2008,40000,   5390.0,
52698,YAMAHA,XVS,1100 DRAG STAR,2008,60000,   4190.0,
52701,BMW,R,1200 GS ADVENTURE,2015,80000,  13990.0,
52716,HARLEY DAVIDSON,[*AJ*] SPORTSTER,FORTY EIGHT 1200,2015,30000,  10490.0,
52719,HONDA,TRANSALP,XL 650 V,2004,50000,   2890.0,
52720,BMW,R,1200 GS,2004,60000,   5990.0,
52724,HARLEY DAVIDSON,SPORTSTER,883 LOW,2011,50000,   6790.0,
52726,BMW,R,1100 S,2001,60000,   2790.0,
52729,BMW,R,1200 GS,2004,80000,   4790.0,
52732,SYM,JOYMAX,125,2014,60000,   1790.0,
52738,BMW,R,1200 RT 110 CV,2010,30000,  10790.0,
52745,BMW,650,ST,2005,40000,   2790.0,
52746,KYMCO,AGILITY,125,2019,10000,   1790.0,
52749,KAWASAKI,Z,125,2020,10000,   3790.0,
52751,YAMAHA,MT09,NAKED,2019,6744,   8790.0, 8000.0
52757,PIAGGIO,LIBERTY,125,2017,10000,   2190.0,
52760,KYMCO,SUPER DINK,300,2015,23631,   2290.0, 1200.0
52769,BMW,G,650 GS,2007,80000,   1790.0,
52772,BENELLI,TNT,125,2020,10000,   2990.0,
52773,PIAGGIO,LIBERTY,125,2015,27712,   1390.0,  800.0
52774,Hanway,Café racer,125,2021,20000,   1590.0,
52782,YAMAHA,X-MAX,300,2019,40000,   3690.0,
52791,BMW,F,800 R,2015,10000,   5990.0,
52795,APRILIA,SHIVER,900,2020,4620,   6290.0, 5200.0
52800,TRIUMPH,BONNEVILLE,T 100,2009,80000,   4590.0,
52806,MACBOR,LORD,MARTIN,2018,10000,   1990.0,
52812,SYM,SYMPHONY,125,2019,10000,   1690.0,
52815,YAMAHA,T-MAX,500,2007,50000,   3390.0,
52817,SYM,JET,125,2020,20000,   1790.0,
52819,PIAGGIO,MP3,300,2014,20000,   2990.0,
52825,KYMCO,AGILITY,125,2018,40000,   1490.0,
52853,TRIUMPH,BONNEVILLE,T 120,2020,10000,  10490.0,
52855,MONDIAL,HPS,125,2019,10000,   3090.0, 2300.0
52865,MOTO GUZZI,V 7,CAF,2016,10000,   5990.0, 5300.0
52874,BMW,650,ST,2018,20000,   6790.0,
52877,YAMAHA,XVS,1100 DRAG STAR,2008,40000,   4990.0,
52882,KAWASAKI,Z,125,2021,10000,   3790.0,
52885,YAMAHA,YBR,125,2011,20000,   1690.0,
52886,SUZUKI,BURGMAN,125,2016,10000,   3390.0,
52889,HONDA,CBR,125 R,2011,50000,   2190.0,
52892,KYMCO,AK,550,2018,20000,   6390.0,
52894,KAWASAKI,Z,800,2014,40000,   5190.0,
52895,HONDA,X-ADV,750,2018,20000,   8490.0,
52900,HONDA,CBR,1000 RR FIREBLADE,2010,20000,   6990.0,
52906,PIAGGIO,X10,125,2015,10000,   2490.0,
52917,SYM,SYMPHONY,125,2016,30000,   1590.0,
52918,BMW,R,1200 GS ADVENTURE,2007,80000,   7990.0,
52923,BMW,F,800 S,2006,50000,   3190.0,
52925,Hanway,Café racer,125,2020,10000,   1790.0,
52941,KYMCO,AK,550,2017,10000,   5790.0,
52943,HONDA,CB,500 F,2019,10000,   4990.0,
52951,BMW,S,1000 R,2016,40000,   9490.0,
52952,YAMAHA,T-MAX,530,2018,40000,   7790.0,
52962,Kawasaki,Z,400,2019,10000,   4690.0,
52966,YAMAHA,MT,09,2016,30000,   7890.0,
52967,BENELLI,TRK,251,2021,10000,   5490.0,
52972,HONDA,AFRICA TWIN,750,1991,60000,   3590.0,
52978,SUZUKI,BURGMAN,125,2020,10000,   3790.0,
52983,SYM,JET,125,2021,10000,   1790.0,
52984,HONDA,CB,600 F HORNET,2003,40000,   3190.0,
52986,BMW,F,800 R,2018,30000,   5990.0,
53006,KYMCO,SUPER DINK,300,2016,10000,   2490.0,
53008,SUZUKI,BANDIT,650,2005,20000,   3590.0,
53011,HONDA,VARADERO,XL 125,2006,10000,   2790.0,
53017,KAWASAKI,ER,6N,2015,20000,   4690.0,
53020,YAMAHA,FZ6,S,2007,80000,   1990.0,
53021,HONDA,CBR,500R,2019,20000,   5390.0,
53028,YAMAHA,XJ6,600  DIVERSION S,2011,40000,   3590.0,
53029,YAMAHA,T-MAX,530,2018,20000,   9490.0,
53043,HONDA,FORZA,300,2013,40000,   2590.0,
53044,DUCATI,MONSTER,797,2020,10000,   6990.0,
53045,DUCATI,MONSTER,797,2019,20000,   6390.0,
53047,MV AGUSTA,DRAGSTER,RR,2018,30000,  10990.0,
53048,YAMAHA,NMAX,125CC,2020,10000,   2490.0,
53049,DUCATI,MULTIESTRADA,950,2018,20000,  11290.0,
53063,YAMAHA,FZ6,N,2004,50000,   2590.0,
53065,SYM,CRUISYM,125,2020,20000,   3490.0,
53067,BMW,F,750 GS,2019,20000,   9090.0,
53071,YAMAHA,YBR,125,2006,40000,   1090.0,
53075,SWM,OUTLAW,125,2019,10000,   2890.0,
53078,BMW,F,800 R,2018,20000,   6190.0,
53081,TRIUMPH,THRUXTON,THRUXTON,2018,15500,  11490.0, 9500.0
53085,SUZUKI,GSX,R 600,2003,50000,   2490.0,
53116,KAWASAKI,VERSYS,1000,2019,10000,  12690.0,
53128,Fantic,Caballero,Scrambler 125cc,2020,10000,   4490.0,
53151,SYM,MAXSYM,600,2019,20000,   4290.0,
53163,KAWASAKI,GTR,1400,2010,60000,   6190.0,
53165,TRIUMPH,SPEED,FOUR,2003,60000,   2190.0,
53166,YAMAHA,MT,07,2015,30000,   4390.0,
53167,KYMCO,X CITING,400,2014,14200,   3790.0, 2900.0
53174,BMW,G,650 GS,2011,50000,   3990.0,
53178,BMW,650,ST,2009,20000,   4390.0,
53190,PIAGGIO,BEVERLY,300,2016,18802,   2490.0, 1400.0
53197,YAMAHA,MT,07,2014,20000,   4490.0,
53206,SYM,JET,50,2019,10000,   1890.0,
53223,PIAGGIO,X 8,200,2005,30000,    990.0,
53229,HONDA,CBR,1000 RR,2007,50000,   5590.0,
53231,KEEWAY,RKS,125,2019,10000,   1690.0,
53239,LEONART,DAYTONA,350,2009,10000,   2590.0,
53244,Wottan,Storm,2019,2019,10000,   1690.0,
53248,SUZUKI,INTRUDER,125,2007,50000,   1490.0,
53252,HONDA,FORZA,125,2019,20000,   3790.0,
53256,YAMAHA,T-MAX,530,2015,50000,   7490.0,
53257,HARLEY DAVIDSON,CVO,PRO STREET BREAKOUT,2018,10000,  25990.0,
53260,BMW,C,650 SPORT,2019,20000,   7490.0,
53265,VESPA,GTS,300,2009,30000,   2690.0,
53272,Malaguti,Madison,300,2021,10000,   3190.0,
53274,BMW,F,650 GS,2012,60000,   4290.0,
53293,YAMAHA,YZF,R 125,2010,40000,   2190.0,
53296,BMW,R,1200 GS RALLYE,2017,20000,  14290.0,
53303,KTM,ADVENTURE,790,2018,10000,   9290.0,
53304,BMW,C,400 GT,2019,20000,   5890.0,
53307,DAELIM,DAYSTAR,125 FI,2009,10000,    990.0,
53308,KAWASAKI,ER,6F,2014,24020,   4190.0, 3000.0
53309,DAELIM,DAYSTAR,250,2018,6679,   2290.0, 1200.0
53310,SUZUKI,BANDIT,650,2007,40000,   2590.0,
53311,TRIUMPH,DAYTONA,675,2006,20000,   4290.0,
53315,SUZUKI,GSR,600,2007,50000,   2590.0,
53328,HONDA,CB,125 R,2019,20000,   3290.0,
53332,HONDA,FMX,650,2002,60000,   1990.0,
53338,BMW,R,1200 GS ADVENTURE,2014,50000,  12990.0,
53340,HONDA,CB,500 X,2014,30000,   4290.0,
53346,APRILIA,RS,50,2020,1300,   3490.0, 2700.0
53352,SUZUKI,GSR,600,2007,80000,   1990.0,
53356,BMW,C,600 SPORT,2020,10000,   8490.0,
53365,APRILIA,DORSODURO,750,2009,60000,   4190.0,
53375,KTM,SUPER DUKE,1290,2021,20000,  14990.0,
53383,VESPA,GTS,125,2017,10000,   3790.0,
53386,YAMAHA,NMAX,125CC,2020,10000,   2690.0,
53392,TRIUMPH,SPEED,TWIN,2019,10000,  10290.0,
53393,Honda,Cb600f,Hornet,2008,50000,   2690.0,
53407,YAMAHA,YZF,R 6,2001,60000,   2790.0,
53409,BMW,F,650 GS,2004,60000,   2490.0,
53425,Kawasaki,Vulcan vn900 classic,Vn900 classic,2007,80000,   3590.0,
53435,BMW,R,1200 GS,2016,50000,  12790.0,
53436,KYMCO,X CITING,400,2018,10000,   4990.0,
53437,BMW,F,750 GS,2019,20000,   9790.0,
